industry_id,num_firms,rnd_capitalized_usd_m,cap_rnd_pct_invested_capital,rnd_ltm_usd_m,current_rnd_pct_revenue,rnd_cagr_5y,vintage_id,region_id
21,36,138928.35219999996,0.7145496021900611,47720.730999999985,0.07082191051320001,0.020166597854011536,1,1
22,40,14657.287600000001,0.09645791063650101,4860.476000000001,0.02429806077671633,-0.00905003002008209,1,1
23,20,8668.336,0.012120637820974623,2999.9500000000003,0.006563468221365836,-0.00815477912709428,1,1
24,496,283090.5204000002,1.0993389545423016,93878.31199999996,0.42887428389658205,0.013605320808929067,1,1
25,228,254827.1396,0.6742491782815021,81364.59900000002,0.20936229841449244,-0.0273991131007848,1,1
26,32,3221.1404,0.214854722141856,1109.1350000000002,0.039753367012176605,0.005522861423560288,1,1
27,112,15489.872000000005,0.19924651489259654,5308.749999999999,0.039487935551464244,0.02037637737054232,1,1
28,8,1446.6907999999999,4.137413125823755,453.514,0.17898995161303055,-0.022257649523435785,1,1
29,114,21563.1798,0.2642717439569375,7264.800000000007,0.04225240321739189,0.007481170684744853,1,1
30,48,205.888,0.0043825975400807226,70.32,0.000421041110365401,0.0399565115446332,1,1
31,92,27726.927800000005,0.14006248755134318,9517.269000000004,0.036772815854713446,0.018857243823678704,1,1
32,53,1021.5128000000002,0.02553188742505285,336.55300000000005,0.004273695238378958,0.012483219690433867,1,1
33,35,10120.969,0.06276055612360174,3385.1580000000004,0.015213972399411909,-0.0026626093056436595,1,1
34,176,38063.09260000001,0.004458145718076463,13233.808999999997,0.022628688588039205,0.030584673542775054,1,1
35,78,5232.648400000001,0.030686156397554093,1739.3230000000003,0.006029187356157445,-0.0239553396215183,1,1
36,13,0.0,0.0,0.0,0.0,,1,1
37,27,3102.3556000000003,0.10731872506231906,1019.8799999999999,0.018989668032718197,-0.01317012777045068,1,1
38,15,21.012000000000004,0.0004687833567812285,6.66,0.0010351139884309693,-0.013822241683201897,1,1
40,204,60264.58619999999,0.2631365029780305,20555.917,0.0719738002264643,0.016538008582465125,1,1
41,104,4919.948999999999,0.019567522520336715,1820.7149999999997,0.0006733680141668893,0.09362059017515523,1,1
39,115,31812.443799999994,0.25564660299876796,10588.201000000005,0.06894802188832837,0.0035596773649726465,1,1
42,30,0.0,0.0,0.0,0.0,,1,1
43,31,244.42,0.002408837474912986,81.74,0.0004860130134116699,0.0013018638583448539,1,1
44,63,19589.5452,0.08009126366898313,6683.883,0.028388443200556196,0.02087105076685969,1,1
45,110,12682.748600000003,0.12374632912346901,4246.816999999999,0.019905372801303046,0.004126978460282871,1,1
46,15,2527.78,0.16109085687124994,841.9000000000001,0.020781907225656118,0.010439090594215328,1,1
47,21,319.2062,0.008552855860457691,105.704,0.0018549931120412052,-0.009179376831730757,1,1
48,20,0.0,0.0,0.0,0.0,,1,1
49,57,8.709999999999999,2.7189554597565483e-05,2.96,6.767121847058476e-06,,1,1
50,283,2613.8050000000003,0.005759235090860764,936.756,0.004656303270806553,0.06160287518260654,1,1
51,105,11832.5312,0.1107952955725741,3998.054,0.020329465195487523,0.00940541869187661,1,1
52,73,339.35479999999995,0.005055441635031509,109.377,0.0017932634795040003,0.003881054401311257,1,1
53,14,877.3072,0.11307434416601322,287.39200000000005,0.02115643684473217,-0.010041958476373791,1,1
54,4,3991.8,0.00675541611593935,1340.0,0.0024733291139076956,0.02248541787224445,1,1
55,142,1958.8884,0.0037962639892938606,531.865,0.0021944110057939992,-0.02711740741141666,1,1
56,23,20.747,8.545014143560923e-05,6.209,5.82979405024871e-05,-0.08628171090109438,1,1
57,97,6404.2256,0.024652478989477915,2076.597,0.003175894559034927,-0.030987477189714285,1,1
58,19,1437.748,0.01887412834907644,465.41999999999996,0.004183595688223153,-0.017688234797546554,1,1
59,6,53.2,0.00800365228318607,23.0,0.0020886116181291488,0.0,1,1
60,46,1333.7399999999998,0.0011365748372689749,457.5,0.0011662802009213998,0.03869488779702723,1,1
61,56,547.7502,0.009111319261497027,171.0,0.004708886839804084,-0.05171637880040936,1,1
62,19,1055.2512,0.08965903140268294,362.522,0.01508789319368799,0.016499521308308118,1,1
63,190,64.78399999999999,4.109746174805627e-05,22.020000000000003,0.00010434717337628785,0.010012287868178316,1,1
64,14,0.0,0.0,0.0,0.0,,1,1
65,12,0.0,0.0,0.0,0.0,,1,1
66,54,4640.167999999999,0.10211798460286987,1597.8690000000004,0.01430745570080346,0.017286525916724305,1,1
67,49,4665.214799999999,0.10929735018580677,1572.9609999999998,0.02849985233340399,-0.006610200014566914,1,1
68,1,0.0,0.0,0.0,0.0,,1,1
69,64,3883.7799999999997,0.028805981798599098,1386.7,0.007388406792134073,0.0387754838675094,1,1
70,34,47.63219999999999,0.0003835740184943645,17.516,6.193431698790319e-05,-0.1032206511507906,1,1
71,14,1240.4999999999995,0.013142325255474312,401.50000000000006,0.0014127583869993855,-0.0235459920219544,1,1
72,62,162.54680000000002,0.0011681078810599856,57.21,0.0002429285952986248,0.04426505973007444,1,1
73,23,290650.05999999994,0.42309494287774235,103365.09999999999,0.052295159025648,0.03406646109698097,1,1
74,15,1895.9999999999998,0.03235920750847787,645.6,0.002334598581377701,-0.2280404895210857,1,1
75,26,13.5,6.513478040580644e-05,4.5,0.00016936521915859363,0.0,1,1
76,94,768.3526000000002,0.006981575576922832,254.04,0.0008389949058999544,-0.0013455199816475583,1,1
77,3,1285.0,0.1126824152785574,426.0,0.02325849303528248,-0.015667703601372263,1,1
78,66,225848.8094,0.4637268441357671,78060.36199999998,0.15360132103292468,0.026704682139396363,1,1
79,31,28885.688999999995,0.48019596653094826,9882.895999999997,0.10720405371180282,0.017176887234030547,1,1
80,8,0.0,0.0,0.0,0.0,,1,1
81,11,241.56000000000003,0.010268492293315293,82.30000000000001,0.0013537831907172912,0.031143306176263152,1,1
82,77,322655.4775999998,0.5298660664406731,114814.552,0.18606862024867823,0.04120472834421629,1,1
83,29,21662.7642,0.5497102273306465,7182.33,0.1975542031975245,0.030755462204089756,1,1
84,309,294171.47540000005,0.46637770332038375,101635.53399999997,0.15978434052233426,0.028574001732981413,1,1
85,19,1.3672,2.0410368634366392e-05,0.441,4.074460064747882e-06,-0.07803142184459322,1,1
86,12,189.21999999999997,0.0010940589143350503,69.3,0.0007233459541371528,0.06576275663547415,1,1
87,57,45802.27419999999,1.020916303627394,15783.919,0.14357539777816294,0.028328321033932236,1,1
88,39,3915.0864,0.007662617761719815,1320.9189999999999,0.004567332153822104,0.009974945657514889,1,1
89,10,2888.5196,0.07336136699419127,976.3670000000001,0.014772712830180685,0.030542809599880094,1,1
90,19,11019.186000000002,0.06711738748381291,3783.2039999999997,0.012456650526641945,0.011464495217286208,1,1
91,4,0.0,0.0,0.0,0.0,,1,1
92,26,350.34000000000003,0.005873727258207274,117.7,0.00139708426259121,-0.058616287786526944,1,1
93,14,0.0,0.0,0.0,0.0,,1,1
94,14,8.11,0.00017085917419469717,2.06,0.00019733626693810944,-0.12987141972495775,1,1
